Index,RStation,Country,SMS
1888,Gorongosa,Mozambique,reseio malaria.porq mata na hora.manuel aerodromo.                                                                                                                                                                                                             
1889,Gorongosa,Mozambique,Sim receio malaria porque segundo os dados neste momentoa malaria ja tem um  numero excessivo d mortes                                                                                                                                                         
1890,Gorongosa,Mozambique,Sr.Bolingo .Reseio malaria porp mata en 24:00horasmas tem cura.                                                                                                                                                                                                
1891,Gorongosa,Mozambique,tenh medo d malaria porque mata em fraccao segundo.Quembo.canda.                                                                                                                                                                                               
1892,Gorongosa,Mozambique,TIAGO JOSE DE MANGARA RESEIO MALARIA PORQUE MESMO QUE TEM CURA MAS MATA EM FRAÇAÔ DE SEGUNDO.                                                                                                                                                                  
1893,Gorongosa,Mozambique,TIAGO JOSE FRANCISCO GRAVATA DE MANGRA RESEIO A MALARIA MESMO QUE TEM CURA MAS EM POUCO TEMPO MUITA GENTE.                                                                                                                                                     
1894,Gorongosa,Mozambique,ZACARIASRECEIO MALARIA PORQUIE MATA DURANTE 24horas                                                                                                                                                                                                            
1895,Gorongosa,Mozambique,EU ANITA SUMAERA MUCODZA.RECEIO A MALARIA PORQUE MATA RAPIDAMENTE                                                                                                                                                                                              
1896,Gorongosa,Mozambique,"Receio malaria, pork esta doenca vem por vario modo, e vario tipo e mata mais ate agora.pedro zeca dique vizinho da radio                                                                                                                                      "
1897,Gorongosa,Mozambique,Receio malaria qorqeu mesmo tendo cura mata em frasao segundo {meninado enternato}                                                                                                                                                                             
