,RStation,Country,SMS
2401,Breeze,Zambia,Marry  Yes This Will Allow More Girls To Go Further In Their Education Mr Chisha Of Sinda Male                                                                                                                                                                 
2402,Breeze,Zambia,MARRY Yes: lamulo ilo ipitilile koma asikanawo kusamva. Nephtaly kuchipangali.                                                                                                                                                                                 
2403,Breeze,Zambia,MARRY YES coz todays children are tomorrows future so lets take care of o ur children by taking them to school.ndine mkazi Nandy 4rm taferansoni                                                                                                               
2404,Breeze,Zambia,MARRY    YES. IAM A BOY. WE HV TO FOLLOW DE GOVT LAW IT HELP THE NATION. IAM PHIRI RONALD OR DINHO FRM SINDA DISTRICT.                                                                                                                                         
2405,Breeze,Zambia,marry  yes  i' m  a  boy    ngizano . her  at   madzimawe                                                                                                                                                                                                      
2406,Breeze,Zambia,MARRY YES IT DESTROYS OUR FUTURE LEADERS.JOSHUA MALE                                                                                                                                                                                                           
2407,Breeze,Zambia,"Marry yes becouse thupi ikhala yosalimba ,am a lady by the of cecilia chulu magazine                                                                                                                                                                           "
2408,Breeze,Zambia,MARRY    YES  IM  A WOMAN                                                                                                                                                                                                                                      
2409,Breeze,Zambia,"marry  yes  cause as a girlchild we need to be educated,cause education is the key to succes.from MULENGA MWANAKASHI FROM KATETE IBEX COMPOUND.                                                                                                                "
2410,Breeze,Zambia,MARRY Yes: lamulo ilo ipitilile koma asikanawo kusamva. Nephtaly kuchipangali.                                                                                                                                                                                 
2411,Breeze,Zambia,"MARRY    YES  IM  A WOMAN GLITA, EMUSA LUNDAZI.                                                                                                                                                                                                                "
2412,Breeze,Zambia,Marry yes. Mis mshanga chipata. Zaka 16 ndi mwana akalibe kusiriza sukulu.                                                                                                                                                                                     
2413,Breeze,Zambia,MARRY YESS BONFACE SAKALA SINDA.                                                                                                                                                                                                                               
2414,Breeze,Zambia,MARRY YES MUKAZI SUZEN PHIRI                                                                                                                                                                                                                                   
2415,Breeze,Zambia,"Marry  yes, male  coz it brngz de devepmnt of de country down, am monday monday.                                                                                                                                                                               "
2416,Breeze,Zambia,Marry yes.it will enable our children 2 access education. Mike phiri chiwe scool. Lumdaz                                                                                                                                                                       
2417,Breeze,Zambia,Marry -Yes.Male Patrick Mayana.                                                                                                                                                                                                                                
2418,Breeze,Zambia,"Marry Yes Atsikana amabvutika pa nthawi ya ubeleke, Banda Sugar Boloma Vlge, Ndine Mwamuna                                                                                                                                                                     "
2419,Breeze,Zambia,"Marry - yes , male , let them complete sch first     mzee chipata                                                                                                                                                                                              "
2420,Breeze,Zambia,marry  yes  i m  a  boy  gift  nani  her    madzimawe  village ramuro  likose     goog  morning  ba  mwape .                                                                                                                                                   
2421,Breeze,Zambia,Marry yes need to b mature b4 marrying male ngulube katete                                                                                                                                                                                                     
2422,Breeze,Zambia,Marry  yes  eary  marraqe  has  no  merit  bt  dimerits  I  am  COMZY  BOY.                                                                                                                                                                                    
2423,Breeze,Zambia,"Marry yes  ndine mkazi Mrs Tioneone Cathreen Nkhata kuno ku kapara, Msikana afunika kukwatiwa akafika 20yrs apo nishi bongo yakhwima yakuti angasunge banja.                                                                                                   "
2424,Breeze,Zambia,"marry yes,it cause maternal deaths and poverty. male zizo frm chisenjere.                                                                                                                                                                                      "
2425,Breeze,Zambia,"Marry yes ,male coz it bringz some repacation durng labour, am monday miyoba mchini.                                                                                                                                                                           "
2426,Breeze,Zambia,"MARRY YES NDINE MWAMUNA ELEMIYA TEMBO MKOPEKA VILLAGE KOMA ATSIKANA SAMVELA ,KODI AKAPASIWA PATHUPI BOMA ITANI                                                                                                                                                 "
2427,Breeze,Zambia,MARRY YES DALISO CHIPETA MAKUNGWA LUCK OF EMPLOYMENT YOUTH HAVE NOTHING TO DO LET THEM MARRY MALE                                                                                                                                                              
2428,Breeze,Zambia,"Marry yes ,male coz it bringz some repacation durng labour, am monday miyoba mchini.                                                                                                                                                                           "
2429,Breeze,Zambia,Marry  yes  eary  marraqe  has  no  merit  bt  dimerits  I  am  COMZY  BOY.                                                                                                                                                                                    
2430,Breeze,Zambia,marry   yes  ndina mada kulundazi  mwana afunika choyamba kupita kusukulu ndina mukazi                                                                                                                                                                         
2431,Breeze,Zambia,MARRY  YES              Asikana  afunika kuyizelu kusukulu .  NAYIFE Makolo tisavomeze  s“kana  kukwatiliwa.   NDINE  MEDSON ZIMBA  LUNDAZI.   MALE.                                                                                                           
2432,Breeze,Zambia,marry yes ... am yoram  MALE LUNDAZI. Becoz education iz a key succeese                                                                                                                                                                                        
2433,Breeze,Zambia,marry  yes tisatile malamulo yaboma ruth  ku moth ndine mukazi                                                                                                                                                                                                 
2434,Breeze,Zambia,Marry  yes becoz it increase  population.which brings povat.a  boy Daliso at madzimawe.                                                                                                                                                                        
2435,Breeze,Zambia,Marry yes.it will enable our children 2 access education. Mike phiri chiwe scool. Lumdaz                                                                                                                                                                       
2436,Breeze,Zambia,MARRY YES  AM  A MAN BECOZ  WE SHALL REDUCE STREET  VENDERS IN OUR COUNTRY  ZULU LAWRENCE  NEW  JIM  ONENCE MORE                                                                                                                                               
2437,Breeze,Zambia,"Marry Yes Atsikana amabvutika pa nthawi ya ubeleke, Banda Sugar Boloma Vlge, Ndine Mwamuna                                                                                                                                                                     "
2438,Breeze,Zambia,"Marry - yes , male , let them complete sch first     mzee chipata                                                                                                                                                                                              "
2439,Breeze,Zambia,marry yes iam steven from ndambwe                                                                                                                                                                                                                              
2440,Breeze,Zambia,MARRY   YESS  IAM  NGOMA  ELIPHAS  MALE  NICHOSALEDWA  KUKWATILISA  MWANA  OCHEPEKELA  PA  16  YEARS                                                                                                                                                           
2441,Breeze,Zambia,MARRY   YESS  IAM  NGOMA  ELIPHAS  MALE  NICHOSALEDWA  KUKWATILISA  MWANA  OCHEPEKELA  PA  16  YEARS                                                                                                                                                           
2442,Breeze,Zambia,MARRY  YES  MRS NYOZAN MFUWE                                                                                                                                                                                                                                   
2443,Breeze,Zambia,MARRY   YES  ANDERSON  ALEPHA PHIRI  MLODZERA BECAUSE IS  CAUSES  MANY GILRS ARE NOT EDUCATED AM A BOY.                                                                                                                                                        
2444,Breeze,Zambia,Marry yes here in sinda  female doris                                                                                                                                                                                                                          
2445,Breeze,Zambia,Marry  yes ndine  jabesy  phiri  nyimba                                                                                                                                                                                                                        
2446,Breeze,Zambia,"Marry yes,am a boy phiri cleverson Nsadzu business area. Because you destroy your future.                                                                                                                                                                      "
2447,Breeze,Zambia,Marry yes mwana wa15yers akhala asnankwime thupi ndi maganizo kuti akwanise zambanja man w.zulu                                                                                                                                                                
2448,Breeze,Zambia,MARRY  YES MALE H.K. THIS  SH0UD APLY T0 MEN                                                                                                                                                                                                                   
2449,Breeze,Zambia,MARRY  YES MALE BOMA INACHITA BWINO KUIKA LAMULO KOMA KUSAVERA NDINE VINCENT CHIRWA KAPALA                                                                                                                                                                     
2450,Breeze,Zambia,MARRY  YES CHIFUKWA CHIMANKHALA  CHO§VUTA POBELEKA NDINE BRIAN GIFT LUASILA LUNDAZI                                                                                                                                                                            
2451,Breeze,Zambia,"MARRY  YES BECAUSE IT CAN DISTROY THE FUTURE OF GIRL. I,M LUKE PHILI FROM MWANDAFISI                                                                                                                                                                           "
2452,Breeze,Zambia," Marry -Yes.I,am a boy .Ndine Patrick Ku Mayana                                                                                                                                                                                                                "
2453,Breeze,Zambia,marry yes 10tyms.gal sarah witin twn.                                                                                                                                                                                                                          
2454,Breeze,Zambia,MARRY  YES  MANDA  MAUMBA  NDINE  MWAMUNA                                                                                                                                                                                                                      
2455,Breeze,Zambia,MARRY YES. WEBSTER MALE We need to have more educated females coz wen u educate a girl child u educate the entire family.SINDA.                                                                                                                                
2456,Breeze,Zambia,marry yes frm one INNOCENT MABVUTO KAMANGA MAC~JOE FARM CHIEF CHINUNDA                                                                                                                                                                                         
2457,Breeze,Zambia,Marry  Yes am z woman fadales lungu from gireya village st francis katete   they should just focus on education                                                                                                                                                
2458,Breeze,Zambia,Marry Yes. M female. Mrs D M Mpiya                                                                                                                                                                                                                             
2459,Breeze,Zambia,Marry  yes  i'm man peter zulu from ching'anze chief mnkhanya                                                                                                                                                                                                  
2460,Breeze,Zambia,MARRY  YES AM SHADRECK PETAUKE.                                                                                                                                                                                                                                
2461,Breeze,Zambia,Marry yes mwamuna Mr Nkhoma                                                                                                                                                                                                                                    
2462,Breeze,Zambia,Marry Yes koz it brings development down in our country. Lindiwe Msoni. Female. From Mfuwe                                                                                                                                                                     
2463,Breeze,Zambia,MARRY YES FEMALE  MIRRIAM PHIRI KATETE                                                                                                                                                                                                                         
2464,Breeze,Zambia,MARRY YEES AM WHITESON NJOBVU IN NEW HOUSES.                                                                                                                                                                                                                   
2465,Breeze,Zambia,marry  yes  KWAONEKA VIKWATI VIKUTA MUSANGA NDABA TIKWATILIWA TIKALI BANA.FEMALE MULE.                                                                                                                                                                         
2466,Breeze,Zambia,"Marry   yes   am  a  male  ackson  njobvu  from  lupiya village  it help  the  girls  to  go  favour  there  education.""                                                                                                                                       "
2467,Breeze,Zambia,MARRY  YES ~COZ WE A FUTURE LEADERS 4 2MMOROW AD EDUCATION IZ A KEY OF SUCESS.A LADY MERCY MWALE.ST MONICAS.                                                                                                                                                   
2468,Breeze,Zambia,MARRY YES HAMWEENE WILFRED MALE A GIRL CHILD SHUD B PROTECTED                                                                                                                                                                                                  
2469,Breeze,Zambia,MARRY YES NDINE MWAMUNA NGOMA NEVER'S KAULEMBE                                                                                                                                                                                                                 
2470,Breeze,Zambia,"MARRY  YES,            MALE   BINWELL  BANDA  MANKHALALA  FARM  CHIEF  MSHAWA.                                                                                                                                                                                 "
2471,Breeze,Zambia,"MARRY YES AYENERA KUKONZA SOGORO LAO KUPYOLERA M'MAPHUNZIRO. MSONI ESTHER, MZENJE, CROPPING, MFUWE.                                                                                                                                                            "
2472,Breeze,Zambia,Marry yes montez from chisenjere female.                                                                                                                                                                                                                       
2473,Breeze,Zambia,MARRY YES NDINE MWAMUNA MAIKO MTIMBA MOZAMBIQUE                                                                                                                                                                                                                
2474,Breeze,Zambia,MARRY YESS CHIFUKWA NDI MWANA WAMGONO NDINE BON KU SINDA.                                                                                                                                                                                                      
2475,Breeze,Zambia,Marry yes am charles banda chinunda                                                                                                                                                                                                                            
2476,Breeze,Zambia,"Marry   yess ndine mwamuna      nichosa  vomelezedwa  mwana  wa 16Years  kukwatiwa so lamulo  lipitirile, ndine panji  shani       chief  chikomeni ,alick village.                                                                                            "
